關鍵字,網站,標題,網址,時間
海嘯,news.google.com,,https://news.google.com./read/CBMiVkFVX3lxTE9OX2xad0RBczBMeFpJRTd1Ym9tcXFncGlrNTZOY21wWnduSXhsS0Q4bEs5aklCeXZkczJ5U3JwSGh5VW1sSjFEQncwRTJwX2lhNkFPdnB3?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
海嘯,news.google.com,,https://news.google.com./read/CBMisAFBVV95cUxPdllJNUZqWU9ycFNlaTluLVZMTFBQdm1aYXdIczgxNHZLVGdrbHZhemdyRHJGU25LTEhoYnlvbWtTc1dnUnFNaHNpeDdrTXpfblRsdkRXcndDX0hCbnhiUm1CMlJObWNkZVUwRk5Bb29iai1EMU5KMTFqeTNhdE05NGZYTk9pbDY5RzhVTHp6MlRGeG9GUldMQzVSYmMzdFI2eURDZGJRU1lwSGtyV3F2Y9IBswFBVV95cUxOSjRnVTBFaERDSVVuSE9EbEp1UFRBSEZyZmpFZVh6ZlZZb0IxbUVHa1lQLXMtdVZ5ckVhd2VXaVJ3X1lmVUVSdnExOVNpblBwUHBFT2wzLVJQeFd5dERpQ29EQkJwZFlsZTZWN2ttR3N4dlpKVGNRdU52aFJTZ2NrVTYxeUtLc3Nhd1Z0TDliQlV3Z3ItUVFqb0JCdThIUVFaTXJPajV1Ul9NVE5ObjhIMTN4TQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
地震,news.google.com,,https://news.google.com./read/CBMiVEFVX3lxTE1uS1E1OEtjOE5ONDYzeGR1MXk3SklFVWNYSkk1Yk9FUkhna2docVloMEY0MVRiS0ZYT3lGLXMycTJ3czZTd0dxdENSVWxOaUt5WktmbA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
地震,news.google.com,,https://news.google.com./read/CBMidEFVX3lxTE5SN1MxU1FGM1hzaERoeXNpbFJxR3pvSkpCejB2a01mdjVwMjlqWk9jVGZyYU5hT1pzLXZHdG9feEh6TFZNT05US0pMWU5OSU9oYlBBa1dfeGlEajRiNmZ6eUFyb1ZlTjdZYTR5VGc1VlVYXy1r0gFXQVVfeXFMTjN3TkxnenIzYzdkX3NnVVdSNWF1cDdlTzFwbEZJdlF2eFBvckxpVGx1eU9meXV1UTZHMkI3RjhGckpOVWlqYmNwd3RRd3pRRTRSamM3eTZv?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
地震,news.google.com,,https://news.google.com./read/CBMid0FVX3lxTE9aaEttbWpGMk1KaS1rQ3UtYjVhU2tWVGtjM3Bmc3lPT3RRWjJWdDRTdGlIUG93SUw3NEotcTcwZlpjbGpRdTJZZW44MDVkUnF6anp0ZzM0NmE5WEowTFVUUWoyVFQ2ZUNNaXp5NnBXRjFKUVJiY2ZZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
地震,news.google.com,,https://news.google.com./read/CBMiogFBVV95cUxQeWJRZ2Eyd1A3V0NSMGhsQnYwR1R5QzJpQVhIVmY0T3o5N1VRZHJ4bERzV1lpaklIamFtRlFiT0UyTllLbE41cnVpd0ktZElIbkpOVWdNX3Z1RkhKbTV6UDZVVjF2VzJTc2JienpObGNWM25XSGJWbndmTHlpcGV3TEVPelpZS2lZUWhQcmVROVQwREZ1LVZ2R0t6VmdCa3hGSWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
地震,news.google.com,,https://news.google.com./read/CBMimgFBVV95cUxQUW9rbW5LM25DS013TGE2d3hZUW9WVlYxcWpZdnNfZ3NPMk9UTTItR01yc3dvc25oVXd5eFFKN002M0w0aUZNR1hzb0c3Qk5tektvSzBxT1JUeG1BdGNzTTVQclJLZEVtdHBkczBPc3JFUk4tM3dFY0VBY3F1NEtST0h6VHJPMnFIM2JsVG9jWG5mTmJmLVpsYWJB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
乾旱,news.google.com,,https://news.google.com./read/CBMiZkFVX3lxTE9VUDV5UVJQWFZ5Y00yVkc1S1NsX0hRYlBHQVFaRTJnT3ZYeHZ2V1VtQUNfVlhrTXNnMWVWMVNEWE42azFjRkJkbFNyOVNFM0pQTzB4dEFuS25MazF2dk9iOTZXUHZSZ9IBa0FVX3lxTE5kR19UV0RCTjhPR2JEa3ZHYkRUcTBKaHJHMmI4cEFJcFhrTzR2SU9Kc0E1VnpsRUVqV3V4eWNDSmVnSWdzMDRtWW1XSTcwRlJtMzJjVmIyUDBBd3B4NjVxbU9pQklKbkZlN3hZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
乾旱,news.google.com,,https://news.google.com./read/CBMigAFBVV95cUxOLXBCNHRmemRXY1RyemxhYko1OHhzQ2ZIc05UNlFIZFZWV2VFdU5BaVk4bkZlRElxRGl4QzF6dV9RdEtDTElrbWJyQVVIV21xd0NpVUJkek1tUFBnT3ZGNVA1MUo0YTFyM0hyRW5PQlRGUmxNOGpvTU9mOHBDVTZjcQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
乾旱,news.google.com,,https://news.google.com./read/CBMidEFVX3lxTFB5Zm5zd2ktSWZyZlgxdW5nUl9ZZWFMejJOd01IMzhXSGoxb3NhUTdGNmNFWlB2eWp2Z1ZqTjN6RXVyYVc0Y01HUlBXcWswSjZNNVJ5cFB4TVB1WV9fS3E2UllJT1dmZ0JPenZWUEw0c20yWHhJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
乾旱,news.google.com,,https://news.google.com./read/CBMiugNBVV95cUxPYnloMXlzNnE5MGEzX3VGZ3VMa3NyYVhsN1pMd09HQURzdVVpdWkwT3NlUmNUZzJjRFU1a0NsZUlUM2Y2eFQtd19laUR1Z0hKSUI5WnMwb3hNRVp4eWpUWTk0OElITWJvTzRHblRrMmU0OXhYQWxPNDk2bnhrb3dnblBfYTByUmZfd1RBTHFIQVNtdndadE9JZGlVU2pXeXpoTWduTVNUT2ZBal9xVFMtM01fNW5pcDkyOTNfQ1R6Tm53eFFsR2xWOE1nNThLbmNNbUdmeUZCVEh3R3RCVnBkeURvYnE2dVFHMU1ndkgxWGRBakNEN3pBendlbDdOc0lmcFJlR29PSldXNS15UlVuZnVXb1pJUVZYOWpFZ2VmOEtUN082cFh0Tnp3R3VtVG9oUlN1SW5vQVJzZDlDMXc5bEZNb3VuSnFsTnp3R1lqVGRSNzc1aGNKZVVwRk4yeXppUWV4dVFaSk9QTnVpeXN3UWZOUVNRMUZaakxTM0MzdGtha2lWV1JtbzFnV19UTU1Mb0lIUkNoT2FKSWlBN25BRDdiNk1HNHNjR0xndEJsSzh5emZtNlJXOWRn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
乾旱,news.google.com,,https://news.google.com./read/CBMiswJBVV95cUxNR2x2SGRyWXBSUkpJMEduYVU2UVViTFNsaUxzN29jaXF3dFVzWFp6MDJwVXRlYmNwRjNSbmFSYVRyekVQNFFYQ2hTLUM1US1ORXJOUnM1THhVQ04tN3JMdG5iSzhReHQtZTRJRnVVQ1RxUTBzTEhzOXdORm8wWG5FOGhyc2hOTzR2X1F0SW1JOUJqSTZFbG5iT196UWF1cUhpcXRxNEdOUTZhYml4NzJwcmd1SDVPdExFUUVQVXA1bGxXaEowSVB3aVVkQkNoUzVFcWFVN1hnVkN4ek1JRC1QdHg2SkhwNmZmRUNxZW5lMUtWcDJVX0VZQWRuRVZnUVd0SFN2bjVJTzBGWkV0a2dNMS10aHNiTnUtSzdneHpyNzlDZ2NfdXMtR2Y3Q05vT1E5X3hR?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
旱災,news.google.com,,https://news.google.com./read/CBMiZkFVX3lxTE9VUDV5UVJQWFZ5Y00yVkc1S1NsX0hRYlBHQVFaRTJnT3ZYeHZ2V1VtQUNfVlhrTXNnMWVWMVNEWE42azFjRkJkbFNyOVNFM0pQTzB4dEFuS25MazF2dk9iOTZXUHZSZ9IBa0FVX3lxTE5kR19UV0RCTjhPR2JEa3ZHYkRUcTBKaHJHMmI4cEFJcFhrTzR2SU9Kc0E1VnpsRUVqV3V4eWNDSmVnSWdzMDRtWW1XSTcwRlJtMzJjVmIyUDBBd3B4NjVxbU9pQklKbkZlN3hZ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
旱災,news.google.com,,https://news.google.com./read/CBMi4AJBVV95cUxQODZxVmloQmVKYl94X0d3X1BWcVE5OEFqM3VMSHF6dzdFTzJNYWMxaXJSOUhGYkRrTGZGbzVWNWpCbEhRNUVCVFZkTkg0QmhYcGQwYm9nVnJzWHIxTW9GbU5kWDl4clhxSlBCUjAtb21VYWxTRnVhMDNCcG9aVl8tckd6dWdya0xaVk5BU3dRVmthN1d2QzhoZzROZW50bVdkZHBEWmZqeHFFVHBhVzNNbXU3eElzeWNmeWZVZ1Z5c1BURHZiclRlX1RLYnZMOHhhVzVCdUMzTGEzd0NEcnBDNEN1akpRTFVqa29IaE1QMXY5SVdEVlZ6bnNkVjVjVU1zYTViR2VrWDRVOTVXUVZiUjFkUkVvSC12RE5aczNoTkRaNHhWN2ZzZFdSYU5LN3h4Y2U3WE5ITl8tc1BmT1ZYYVozZDByMElNcFZfTEpFeUVGamVZVUdob0ZVa2RQTzRJ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
旱災,news.google.com,,https://news.google.com./read/CBMi3gJBVV95cUxPTXZEZGk4em1EQ3ViRDhiZFBqbG5Ed0NORkJKTTY2anJ3Wnd2WFEyNzJnTmhWZko2d2ItYVp5cEp6UTgyaWRlMEhicVVuT2hjSTZERFMwVHVtZFBpdzRiYkNKRE5tNE81WFUwWV9VdGNFUjVlRUlBRmFURk1PM1RIUjlOZ1hlRGpSeHFHODJnSTBBbGloWVFXc2Q0Y3czOUszNmduMzU0dURCNEJ6Mmx5b2xVZ1NwR3oxcmtadm1nVlVjZWk3VlhUc0RrM3l4RFV3SnUyYU1nRkJORW1vM0ZLdnNxQV84MUdCYWNSR1hZQlYxQW9ZXzFwZmYxZ2xMSjRqTno4MTZFUWlZSjBOZzN1VlpKVlhBYjFjSng5blo1emtnUFdHamRfR3VKbFhjc3FNTzNCekNiQ21CVy1lN3lNdGp5NzBDWWVxQllOVmpoQ3FPZ1dqd3JETlJiUlBMZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
旱災,news.google.com,,https://news.google.com./read/CBMiwgJBVV95cUxPekF0UTFndkZaeGtCYXQzekJhUlBCUTdCb3N2OENkbGxiX3dtZzFFV3ZHNTh3LU15R2d5Xy1LdV9NV0hiaFFjZjJPYnAyVUpVU29jQTZJT3htbU1GcVVieHh3NkgwaTZ2ckoycnlvMG1EdXVkaHoxb2NpQXpzcXNXRGFfZVhUVDhrLUtUbGZqY3pnc25KVjVadXNVQm1ObF91OF84a3Y5OEJ1dUxIOVJkU3RpZFpsS0phSzQ3NE9LVjNIWElhLVE5ZW1hMXpHdjA0UndFYXpMVTYzZk0zd2tOWnBBXzJsQ291NVJJc1NEZk0wVWxNbVVxRWJsa0RnMzVYV2g0Q1lpd0FFUzNCNGtzMW1uYkNPMmc5b3Qwc3d5S19zVG9CMjBJZGd6WW9wa3p2RV9TcTRpNnVxQVk0dTdUd0xB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
旱災,news.google.com,,https://news.google.com./read/CBMi1gFBVV95cUxNUGVibmNLeE9nZ0ZjTDVZQ0l2dG44Sm81dllsVmhDUTRSbGpRZjB5aGFJeHg2NDllOTBhbWx1emJfT2lYVGc5Nml3X25XLTAzMkVPOXpNMTNEeTZCRXF2eFdWendvcjlRVjEtLTdXeHNRM0VwRzI2S3dTZnYyV0dqMTBvN2YtUVhLSU80MlE5a3FhTGM1VUlLS25XS0stYzRQOU5UdHNhR242MVUyZ1lVdFdPci1OaXNKVFpua3JqT2c2VnU0MVBaT0ttdS1LZ3RnN1VWRzVn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,無時間
